"location" "new_cases" "new_deaths"
"14920" "Paraguay" 25 46
"14921" "Paraguay" 24 1
"14922" "Paraguay" 71 4
"14923" "Paraguay" 49 2
"14924" "Paraguay" 19 3
"14925" "Paraguay" 0 0
"14926" "Paraguay" 30 2
"14927" "Paraguay" 25 0
"14928" "Paraguay" 39 3
"14929" "Paraguay" 0 0
"14930" "Paraguay" 52 2
"14931" "Paraguay" 0 0
"14932" "Paraguay" 58 1
"14933" "Paraguay" 0 0
"14934" "Paraguay" 19 0
"14935" "Paraguay" 28 1
"14936" "Paraguay" 26 0
"14937" "Paraguay" 33 0
"14938" "Paraguay" 24 1
"14939" "Paraguay" 21 1
"14940" "Paraguay" 0 0
"14941" "Paraguay" 0 0
"14942" "Paraguay" 231 19
"14943" "Paraguay" 29 0
"14944" "Paraguay" 33 0
"14945" "Paraguay" 31 1
"14946" "Paraguay" 33 0
"14947" "Paraguay" 0 0
"14948" "Paraguay" 22 1
"14949" "Paraguay" 53 2
"14950" "Paraguay" 61 1
"14951" "Paraguay" 79 5
"14952" "Paraguay" 50 5
"14953" "Paraguay" 0 0
"14954" "Paraguay" 30 2
"14955" "Paraguay" 32 1
"14956" "Paraguay" 80 3
"14957" "Paraguay" 46 1
"14958" "Paraguay" 52 6
"14959" "Paraguay" 41 0
"14960" "Paraguay" 50 2
"14961" "Paraguay" 0 0
"14962" "Paraguay" 38 1
"14963" "Paraguay" 100 7
"14964" "Paraguay" 0 0
"14965" "Paraguay" 53 6
"14966" "Paraguay" 108 1
"14967" "Paraguay" 50 5
"14968" "Paraguay" 0 0
"14969" "Paraguay" 0 0
"14970" "Paraguay" 379 62
"14971" "Paraguay" 56 2
"14972" "Paraguay" 50 1
"14973" "Paraguay" 37 6
"14974" "Paraguay" 52 5
"14975" "Paraguay" 0 0
"14976" "Paraguay" 0 0
"14977" "Paraguay" 133 9
"14978" "Paraguay" 58 1
"14979" "Paraguay" 64 1
"14980" "Paraguay" 80 1
"14981" "Paraguay" 72 1
"14982" "Paraguay" 0 0
"14983" "Paraguay" 0 0
"14984" "Paraguay" 396 102
"14985" "Paraguay" 57 3
"14986" "Paraguay" 63 2
"14987" "Paraguay" 78 1
"14988" "Paraguay" 0 0
"14989" "Paraguay" 61 1
"14990" "Paraguay" 0 0
"14991" "Paraguay" 167 3
"14992" "Paraguay" 52 5
"14993" "Paraguay" 0 0
"14994" "Paraguay" 101 8
"14995" "Paraguay" 70 8
"14996" "Paraguay" 0 0
"14997" "Paraguay" 0 0
"14998" "Paraguay" 178 13
"14999" "Paraguay" 98 3
"15000" "Paraguay" 78 1
"15001" "Paraguay" 0 0
"15002" "Paraguay" 92 6
"15003" "Paraguay" 0 0
"15004" "Paraguay" 0 0
"15005" "Paraguay" 607 60
"15006" "Paraguay" 90 5
"15007" "Paraguay" 0 0
"15008" "Paraguay" 235 8
"15009" "Paraguay" 0 0
"15010" "Paraguay" 0 0
"15011" "Paraguay" 0 0
"15012" "Paraguay" 536 11
"15013" "Paraguay" 0 0
"15014" "Paraguay" 260 9
"15015" "Paraguay" 277 8
"15016" "Paraguay" 0 0
"15017" "Paraguay" 0 0
"15018" "Paraguay" 0 0
"15019" "Paraguay" 3422 18
"15020" "Paraguay" 937 3
"15021" "Paraguay" 974 8
"15022" "Paraguay" 1239 5
"15023" "Paraguay" 0 0
"15024" "Paraguay" 0 0
"15025" "Paraguay" 0 0
"15026" "Paraguay" 3013 12
"15027" "Paraguay" 0 0
"15028" "Paraguay" 0 0
"15029" "Paraguay" 0 0
"15030" "Paraguay" 0 0
"15031" "Paraguay" 0 0
"15032" "Paraguay" 0 0
"15033" "Paraguay" 25503 151
"15034" "Paraguay" 3191 23
"15035" "Paraguay" 5415 22
"15036" "Paraguay" 6760 21
"15037" "Paraguay" 0 0
"15038" "Paraguay" 0 0
"15039" "Paraguay" 0 0
"15040" "Paraguay" 25833 122
"15041" "Paraguay" 5864 45
"15042" "Paraguay" 5930 58
"15043" "Paraguay" 5724 64
"15044" "Paraguay" 5462 36
"15045" "Paraguay" 5101 19
"15046" "Paraguay" 0 0
"15047" "Paraguay" 13193 90
"15048" "Paraguay" 5656 65
"15049" "Paraguay" 5112 40
"15050" "Paraguay" 3740 50
"15051" "Paraguay" 0 0
"15052" "Paraguay" 6835 82
"15053" "Paraguay" 2942 47
"15054" "Paraguay" 2260 48
"15055" "Paraguay" 2686 51
"15056" "Paraguay" 3018 47
"15057" "Paraguay" 2904 50
"15058" "Paraguay" 1893 43
"15059" "Paraguay" 0 0
"15060" "Paraguay" 3767 61
"15061" "Paraguay" 1880 59
"15062" "Paraguay" 2219 63
"15063" "Paraguay" 2144 52
"15064" "Paraguay" 1726 37
"15065" "Paraguay" 1289 31
"15066" "Paraguay" 1047 44
"15067" "Paraguay" 0 0
"15068" "Paraguay" 1740 46
"15069" "Paraguay" 705 22
"15070" "Paraguay" 928 22
"15071" "Paraguay" 925 34
"15072" "Paraguay" 0 0
"15073" "Paraguay" 0 0
"15074" "Paraguay" 2243 44
"15075" "Paraguay" 0 0
"15076" "Paraguay" 863 33
"15077" "Paraguay" 389 30
"15078" "Paraguay" 409 18
"15079" "Paraguay" 360 14
"15080" "Paraguay" 277 6
"15081" "Paraguay" 260 11
"15082" "Paraguay" 320 11
"15083" "Paraguay" 410 12
"15084" "Paraguay" 411 16
"15085" "Paraguay" 363 7
"15086" "Paraguay" 272 5
"15087" "Paraguay" 113 7
"15088" "Paraguay" 115 9
"15089" "Paraguay" 171 10
"15090" "Paraguay" 229 4
"15091" "Paraguay" 212 3
"15092" "Paraguay" 135 4
"15093" "Paraguay" 213 12
"15094" "Paraguay" 125 6
"15095" "Paraguay" 131 9
"15096" "Paraguay" 169 13
"15097" "Paraguay" 160 4
"15098" "Paraguay" 110 3
"15099" "Paraguay" 134 2
"15100" "Paraguay" 90 54
"15101" "Paraguay" 74 1
"15102" "Paraguay" 70 1
"15103" "Paraguay" 44 0
"15104" "Paraguay" 0 0
"15105" "Paraguay" 0 0
"15106" "Paraguay" 0 0
"15107" "Paraguay" 403 67
"15108" "Paraguay" 0 0
"15109" "Paraguay" 0 0
"15110" "Paraguay" 0 0
"15111" "Paraguay" 0 0
"15112" "Paraguay" 0 0
"15113" "Paraguay" 0 0
"15114" "Paraguay" 93 3
"15115" "Paraguay" 0 0
"15116" "Paraguay" 0 0
"15117" "Paraguay" 0 0
"15118" "Paraguay" 0 0
"15119" "Paraguay" 0 0
"15120" "Paraguay" 0 0
"15121" "Paraguay" 0 0
"15122" "Paraguay" 0 0
"15123" "Paraguay" 0 0
"15124" "Paraguay" 0 0
"15125" "Paraguay" 236 52
"15126" "Paraguay" 0 0
"15127" "Paraguay" 0 0
"15128" "Paraguay" 352 9
"15129" "Paraguay" 0 0
"15130" "Paraguay" 0 0
"15131" "Paraguay" 0 0
"15132" "Paraguay" 0 0
"15133" "Paraguay" 0 0
"15134" "Paraguay" 0 0
"15135" "Paraguay" 421 0
"15136" "Paraguay" 0 75
"15137" "Paraguay" 0 0
"15138" "Paraguay" 0 0
"15139" "Paraguay" 0 0
"15140" "Paraguay" 0 0
"15141" "Paraguay" 0 0
"15142" "Paraguay" 263 2
"15143" "Paraguay" 0 0
"15144" "Paraguay" 0 0
"15145" "Paraguay" 0 0
"15146" "Paraguay" 0 0
"15147" "Paraguay" 0 0
"15148" "Paraguay" 0 0
"15149" "Paraguay" 0 0
"15150" "Paraguay" 0 0
"15151" "Paraguay" 0 0
"15152" "Paraguay" 211 9
"15153" "Paraguay" 0 0
"15154" "Paraguay" 0 0
"15155" "Paraguay" 0 0
"15156" "Paraguay" 354 4
"15157" "Paraguay" 0 0
"15158" "Paraguay" 0 0
"15159" "Paraguay" 0 0
"15160" "Paraguay" 0 0
"15161" "Paraguay" 0 0
"15162" "Paraguay" 0 0
"15163" "Paraguay" 378 9
"15164" "Paraguay" 0 0
"15165" "Paraguay" 0 0
"15166" "Paraguay" 0 0
"15167" "Paraguay" 0 0
"15168" "Paraguay" 0 0
"15169" "Paraguay" 0 0
"15170" "Paraguay" 0 0
"15171" "Paraguay" 607 17
"15172" "Paraguay" 0 0
"15173" "Paraguay" 0 0
"15174" "Paraguay" 0 0
"15175" "Paraguay" 0 0
"15176" "Paraguay" 0 0
"15177" "Paraguay" 776 21
"15178" "Paraguay" 0 0
"15179" "Paraguay" 0 0
"15180" "Paraguay" 0 0
"15181" "Paraguay" 0 0
"15182" "Paraguay" 0 0
"15183" "Paraguay" 0 0
"15184" "Paraguay" 1384 15
"15185" "Paraguay" 0 0
"15186" "Paraguay" 0 0
"15187" "Paraguay" 0 0
"15188" "Paraguay" 0 0
"15189" "Paraguay" 0 0
"15190" "Paraguay" 0 0
"15191" "Paraguay" 2104 16
"15192" "Paraguay" 0 0
"15193" "Paraguay" 0 0
"15194" "Paraguay" 0 0
"15195" "Paraguay" 0 0
"15196" "Paraguay" 0 0
"15197" "Paraguay" 0 0
"15198" "Paraguay" 0 0
"15199" "Paraguay" 0 0
"15200" "Paraguay" 5309 31
"15201" "Paraguay" 0 0
"15202" "Paraguay" 0 0
"15203" "Paraguay" 0 0
"15204" "Paraguay" 0 0
"15205" "Paraguay" 0 0
"15206" "Paraguay" 0 0
"15207" "Paraguay" 12988 42
"15208" "Paraguay" 0 0
"15209" "Paraguay" 0 0
"15210" "Paraguay" 0 0
"15211" "Paraguay" 0 0
"15212" "Paraguay" 14991 47
"15213" "Paraguay" 0 0
"15214" "Paraguay" 0 0
"15215" "Paraguay" 0 0
"15216" "Paraguay" 0 0
"15217" "Paraguay" 0 0
"15218" "Paraguay" 0 0
"15219" "Paraguay" 0 0
"15220" "Paraguay" 12240 64
"15221" "Paraguay" 0 0
"15222" "Paraguay" 0 0
"15223" "Paraguay" 0 0
"15224" "Paraguay" 0 0
"15225" "Paraguay" 0 0
"15226" "Paraguay" 6049 73
"15227" "Paraguay" 0 0
"15228" "Paraguay" 0 0
"15229" "Paraguay" 0 0
"15230" "Paraguay" 0 0
"15231" "Paraguay" 0 0
"15232" "Paraguay" 0 0
"15233" "Paraguay" 3781 69
"15234" "Paraguay" 0 0
"15235" "Paraguay" 0 0
"15236" "Paraguay" 0 0
"15237" "Paraguay" 0 0
"15238" "Paraguay" 0 0
"15239" "Paraguay" 0 0
"15240" "Paraguay" 2017 68
"15241" "Paraguay" 0 0
"15242" "Paraguay" 0 0
"15243" "Paraguay" 0 0
"15244" "Paraguay" 0 0
"15245" "Paraguay" 0 0
"15246" "Paraguay" 0 0
"15247" "Paraguay" 1433 91
"15248" "Paraguay" 0 0
"15249" "Paraguay" 0 0
"15250" "Paraguay" 0 0
"15251" "Paraguay" 0 0
"15252" "Paraguay" 0 0
"15253" "Paraguay" 0 0
"15254" "Paraguay" 822 30
"15255" "Paraguay" 0 0
"15256" "Paraguay" 0 0
"15257" "Paraguay" 0 0
"15258" "Paraguay" 0 0
"15259" "Paraguay" 0 0
"15260" "Paraguay" 0 0
"15261" "Paraguay" 407 16
"15262" "Peru" 1 1
"15263" "Peru" 0 0
"15264" "Peru" 5 1
"15265" "Peru" 1 0
"15266" "Peru" 4 0
"15267" "Peru" 0 0
"15268" "Peru" 4 1
"15269" "Peru" 13 0
"15270" "Peru" 10 0
"15271" "Peru" 5 2
"15272" "Peru" 43 0
"15273" "Peru" 31 4
"15274" "Peru" 28 6
"15275" "Peru" 89 5
"15276" "Peru" 0 6
"15277" "Peru" 84 4
"15278" "Peru" 45 4
"15279" "Peru" 32 5
"15280" "Peru" 21 6
"15281" "Peru" 64 12
"15282" "Peru" 100 6
"15283" "Peru" 55 8
"15284" "Peru" 36 15
"15285" "Peru" 181 9
"15286" "Peru" 98 18
"15287" "Peru" 115 25
"15288" "Peru" 258 23
"15289" "Peru" 91 22
"15290" "Peru" 181 26
"15291" "Peru" 151 49
"15292" "Peru" 535 59
"15293" "Peru" 280 43
"15294" "Peru" 393 63
"15295" "Peru" 1388 48
"15296" "Peru" 914 98
"15297" "Peru" 641 81
"15298" "Peru" 951 103
"15299" "Peru" 671 93
"15300" "Peru" 2265 106
"15301" "Peru" 519 109
"15302" "Peru" 1172 139
"15303" "Peru" 1016 133
"15304" "Peru" 998 157
"15305" "Peru" 931 138
"15306" "Peru" 1208 158
"15307" "Peru" 697 204
"15308" "Peru" 1512 209
"15309" "Peru" 1413 219
"15310" "Peru" 1664 246
"15311" "Peru" 734 246
"15312" "Peru" 3683 288
"15313" "Peru" 2186 290
"15314" "Peru" 1182 305
"15315" "Peru" 2491 313
"15316" "Peru" 2741 344
"15317" "Peru" 3045 332
"15318" "Peru" 3483 399
"15319" "Peru" 2075 408
"15320" "Peru" 3394 415
"15321" "Peru" 1444 438
"15322" "Peru" 3817 429
"15323" "Peru" 3628 457
"15324" "Peru" 3709 481
"15325" "Peru" 3321 454
"15326" "Peru" 3168 477
"15327" "Peru" 2292 518
"15328" "Peru" 1515 520
"15329" "Peru" 3237 516
"15330" "Peru" 4247 466
"15331" "Peru" 4298 517
"15332" "Peru" 3891 547
"15333" "Peru" 4046 509
"15334" "Peru" 3732 502
"15335" "Peru" 2660 534
"15336" "Peru" 4550 615
"15337" "Peru" 4537 528
"15338" "Peru" 4749 544
"15339" "Peru" 2929 527
"15340" "Peru" 4056 518
"15341" "Peru" 4205 543
"15342" "Peru" 4020 572
"15343" "Peru" 5772 580
"15344" "Peru" 6154 544
"15345" "Peru" 5874 584
"15346" "Peru" 6506 685
"15347" "Peru" 7386 502
"15348" "Peru" 8805 599
"15349" "Peru" 5563 568
"15350" "Peru" 8126 660
"15351" "Peru" 749 538
"15352" "Peru" 4284 549
"15353" "Peru" 4202 615
"15354" "Peru" 4358 585
"15355" "Peru" 4757 609
"15356" "Peru" 3181 568
"15357" "Peru" 4040 613
"15358" "Peru" 5087 595
"15359" "Peru" 5965 615
"15360" "Peru" 0 600
"15361" "Peru" 5961 561
"15362" "Peru" 8987 624
"15363" "Peru" 3256 593
"15364" "Peru" 4164 627
"15365" "Peru" 3752 610
"15366" "Peru" 3480 603
"15367" "Peru" 3537 519
"15368" "Peru" 3413 612
"15369" "Peru" 3598 766
"15370" "Peru" 2511 354
"15371" "Peru" 3363 537
"15372" "Peru" 3879 548
"15373" "Peru" 3913 520
"15374" "Peru" 3762 515
"15375" "Peru" 3625 523
"15376" "Peru" 3430 533
"15377" "Peru" 2946 535
"15378" "Peru" 2848 493
"15379" "Peru" 3264 551
"15380" "Peru" 3527 536
"15381" "Peru" 3595 548
"15382" "Peru" 3481 575
"15383" "Peru" 3638 517
"15384" "Peru" 2985 575
"15385" "Peru" 3575 556
"15386" "Peru" 3633 538
"15387" "Peru" 3537 564
"15388" "Peru" 3198 519
"15389" "Peru" 3064 575
"15390" "Peru" 3616 576
"15391" "Peru" 3797 586
"15392" "Peru" 3744 595
"15393" "Peru" 3884 591
"15394" "Peru" 3835 613
"15395" "Peru" 3951 559
"15396" "Peru" 3963 1173
"15397" "Peru" 4090 784
"15398" "Peru" 4091 15
"15399" "Peru" 4406 431
"15400" "Peru" 4463 598
"15401" "Peru" 4546 624
"15402" "Peru" 4865 619
"15403" "Peru" 0 579
"15404" "Peru" 0 614
"15405" "Peru" 13756 623
"15406" "Peru" 5288 650
"15407" "Peru" 5678 612
"15408" "Peru" 0 588
"15409" "Peru" 6809 600
"15410" "Peru" 0 632
"15411" "Peru" 21358 671
"15412" "Peru" 4250 575
"15413" "Peru" 6790 658
"15414" "Peru" 7734 657
"15415" "Peru" 7785 601
"15416" "Peru" 8466 628
"15417" "Peru" 0 662
"15418" "Peru" 14149 652
"15419" "Peru" 5109 581
"15420" "Peru" 6547 635
"15421" "Peru" 0 373
"15422" "Peru" 8875 832
"15423" "Peru" 17741 668
"15424" "Peru" 0 649
"15425" "Peru" 9507 584
"15426" "Peru" 10143 549
"15427" "Peru" 5547 609
"15428" "Peru" 7828 573
"15429" "Peru" 9099 515
"15430" "Peru" 8639 505
"15431" "Peru" 9008 521
"15432" "Peru" 9169 514
"15433" "Peru" 9090 524
"15434" "Peru" 6112 511
"15435" "Peru" 6944 525
"15436" "Peru" 5996 445
"15437" "Peru" 8619 488
"15438" "Peru" 7964 482
"15439" "Peru" 9474 426
"15440" "Peru" 7731 385
"15441" "Peru" 4871 427
"15442" "Peru" 5092 377
"15443" "Peru" 0 400
"15444" "Peru" 13016 358
"15445" "Peru" 6703 366
"15446" "Peru" 6854 361
"15447" "Peru" 6275 354
"15448" "Peru" 1598 331
"15449" "Peru" 4615 320
"15450" "Peru" 6586 323
"15451" "Peru" 7291 302
"15452" "Peru" 6603 294
"15453" "Peru" 6162 290
"15454" "Peru" 6787 279
"15455" "Peru" 4241 286
"15456" "Peru" 4160 283
"15457" "Peru" 6380 258
"15458" "Peru" 5698 253
"15459" "Peru" 6314 248
"15460" "Peru" 6453 282
"15461" "Peru" 6030 241
"15462" "Peru" 0 233
"15463" "Peru" 7651 233
"15464" "Peru" 6149 222
"15465" "Peru" 11889 213
"15466" "Peru" 0 219
"15467" "Peru" 5558 230
"15468" "Peru" 5160 166
"15469" "Peru" 3412 199
"15470" "Peru" 3054 175
"15471" "Peru" 3061 159
"15472" "Peru" 3468 183
"15473" "Peru" 3267 161
"15474" "Peru" 0 170
"15475" "Peru" 6605 183
"15476" "Peru" 1830 168
"15477" "Peru" 2930 175
"15478" "Peru" 2733 181
"15479" "Peru" 2952 151
"15480" "Peru" 7474 159
"15481" "Peru" 3283 153
"15482" "Peru" 1800 136
"15483" "Peru" 2803 149
"15484" "Peru" 0 148
"15485" "Peru" 5766 138
"15486" "Peru" 0 132
"15487" "Peru" 2677 148
"15488" "Peru" 3132 127
"15489" "Peru" 3126 121
"15490" "Peru" 2201 141
"15491" "Peru" 3242 137
"15492" "Peru" 5758 128
"15493" "Peru" 0 113
"15494" "Peru" 3240 115
"15495" "Peru" 5599 105
"15496" "Peru" 0 93
"15497" "Peru" 1859 123
"15498" "Peru" 1923 112
"15499" "Peru" 2431 119
"15500" "Peru" 2666 106
"15501" "Peru" 2586 125
"15502" "Peru" 2323 94
"15503" "Peru" 0 114
"15504" "Peru" 0 106
"15505" "Peru" 9284 98
"15506" "Peru" 2935 127
"15507" "Peru" 0 95
"15508" "Peru" 2781 108
"15509" "Peru" 2507 91
"15510" "Peru" 2323 105
"15511" "Peru" 1194 110
"15512" "Peru" 1904 104
"15513" "Peru" 2575 92
"15514" "Peru" 2231 94
"15515" "Peru" 2413 122
"15516" "Peru" 2249 103
"15517" "Peru" 2112 68
"15518" "Peru" 1257 93
"15519" "Peru" 1663 103
"15520" "Peru" 0 92
"15521" "Peru" 3986 81
"15522" "Peru" 4164 104
"15523" "Peru" 0 105
"15524" "Peru" 1589 86
"15525" "Peru" 887 102
"15526" "Peru" 1882 103
"15527" "Peru" 0 91
"15528" "Peru" 3908 101
"15529" "Peru" 4021 86
"15530" "Peru" 2162 92
"15531" "Peru" 0 85
"15532" "Peru" 1075 112
"15533" "Peru" 0 102
"15534" "Peru" 3470 110
"15535" "Peru" 0 81
"15536" "Peru" 3785 103
"15537" "Peru" 1828 93
"15538" "Peru" 1224 104
"15539" "Peru" 0 110
"15540" "Peru" 2709 89
"15541" "Peru" 2490 100
"15542" "Peru" 0 102
"15543" "Peru" 1832 121
"15544" "Peru" 0 121
"15545" "Peru" 4030 105
"15546" "Peru" 1157 120
"15547" "Peru" 0 101
"15548" "Peru" 3327 110
"15549" "Peru" 0 130
"15550" "Peru" 0 117
"15551" "Peru" 6442 133
"15552" "Peru" 1618 123
"15553" "Peru" 958 121
"15554" "Peru" 1678 126
"15555" "Peru" 0 128
"15556" "Peru" 3829 118
"15557" "Peru" 1564 123
"15558" "Peru" 0 141
"15559" "Peru" 2111 136
"15560" "Peru" 1251 143
"15561" "Peru" 1588 125
"15562" "Peru" 4641 173
"15563" "Peru" 0 161
"15564" "Peru" 0 146
"15565" "Peru" 2962 198
"15566" "Peru" 1376 173
"15567" "Peru" 0 210
"15568" "Peru" 2543 182
"15569" "Peru" 0 177
"15570" "Peru" 4162 210
"15571" "Peru" 0 229
"15572" "Peru" 0 220
"15573" "Peru" 9004 257
"15574" "Peru" 2166 250
"15575" "Peru" 2881 245
"15576" "Peru" 0 316
"15577" "Peru" 15792 276
"15578" "Peru" 0 332
"15579" "Peru" 4544 351
"15580" "Peru" 0 322
"15581" "Peru" 0 392
"15582" "Peru" 12647 420
"15583" "Peru" 0 388
"15584" "Peru" 9693 441
"15585" "Peru" 0 445
"15586" "Peru" 11031 499
"15587" "Peru" 0 467
"15588" "Peru" 13301 804
"15589" "Peru" 0 506
"15590" "Peru" 6731 301
"15591" "Peru" 5715 768
"15592" "Peru" 13337 325
"15593" "Peru" 5217 729
"15594" "Peru" 0 461
"15595" "Peru" 4477 611
"15596" "Peru" 15621 745
"15597" "Peru" 0 381
"15598" "Peru" 6715 840
"15599" "Peru" 7993 431
"15600" "Peru" 13653 583
"15601" "Peru" 0 655
"15602" "Peru" 10080 824
"15603" "Peru" 0 524
"15604" "Peru" 6724 661
"15605" "Peru" 8807 683
"15606" "Peru" 8439 736
"15607" "Peru" 14550 678
"15608" "Peru" 3203 687
"15609" "Peru" 0 681
"15610" "Peru" 6228 730
"15611" "Peru" 7408 714
"15612" "Peru" 9667 864
"15613" "Peru" 7719 534
"15614" "Peru" 13786 912
"15615" "Peru" 0 483
"15616" "Peru" 3448 697
"15617" "Peru" 6740 650
"15618" "Peru" 7302 677
"15619" "Peru" 15564 868
"15620" "Peru" 7500 694
"15621" "Peru" 0 688
"15622" "Peru" 5942 863
"15623" "Peru" 8492 335
"15624" "Peru" 0 684
"15625" "Peru" 6672 706
"15626" "Peru" 4878 880
"15627" "Peru" 8447 449
"15628" "Peru" 6670 820
"15629" "Peru" 6212 402
"15630" "Peru" 8847 974
"15631" "Peru" 0 372
"15632" "Peru" 7434 621
"15633" "Peru" 7114 663
"15634" "Peru" 8039 620
"15635" "Peru" 5353 644
"15636" "Peru" 4443 798
"15637" "Peru" 6568 845
"15638" "Peru" 16624 535
"15639" "Peru" 0 470
"15640" "Peru" 16047 1070
"15641" "Peru" 0 661
"15642" "Peru" 14681 362
"15643" "Peru" 0 542
"15644" "Peru" 14933 676
"15645" "Peru" 0 707
"15646" "Peru" 19206 706
"15647" "Peru" 11919 876
"15648" "Peru" 8589 498
"15649" "Peru" 8909 989
"15650" "Peru" 3239 668
"15651" "Peru" 0 524
"15652" "Peru" 15686 954
"15653" "Peru" 12916 690
"15654" "Peru" 6622 592
"15655" "Peru" 5616 1027
"15656" "Peru" 8406 702
"15657" "Peru" 7842 514
"15658" "Peru" 0 793
"15659" "Peru" 8384 763
"15660" "Peru" 19271 744
"15661" "Peru" 10655 776
"15662" "Peru" 11248 834
"15663" "Peru" 7927 1036
"15664" "Peru" 5626 902
"15665" "Peru" 6387 749
"15666" "Peru" 8030 891
"15667" "Peru" 0 456
"15668" "Peru" 13326 752
"15669" "Peru" 16563 1173
"15670" "Peru" 0 433
"15671" "Peru" 10161 1121
"15672" "Peru" 11301 525
"15673" "Peru" 0 841
"15674" "Peru" 15518 791
"15675" "Peru" 11049 1234
"15676" "Peru" 8495 415
"15677" "Peru" 7425 1036
"15678" "Peru" 6611 764
"15679" "Peru" 0 463
"15680" "Peru" 15153 1052
"15681" "Peru" 0 751
"15682" "Peru" 16106 465
"15683" "Peru" 0 697
"15684" "Peru" 11553 722
"15685" "Peru" 3129 953
"15686" "Peru" 4562 461
"15687" "Peru" 0 666
"15688" "Peru" 5768 705
"15689" "Peru" 0 658
"15690" "Peru" 20599 962
"15691" "Peru" 5234 578
"15692" "Peru" 0 343
"15693" "Peru" 3080 882
"15694" "Peru" 12269 527
"15695" "Peru" 0 589
"15696" "Peru" 13410 650
"15697" "Peru" 0 538
"15698" "Peru" 10003 564
"15699" "Peru" 0 555
"15700" "Peru" 4282 193
"15701" "Peru" 10281 772
"15702" "Peru" 0 268
"15703" "Peru" 6745 443
"15704" "Peru" 10491 732
"15705" "Peru" 4438 446
"15706" "Peru" 0 213
"15707" "Peru" 6966 843
"15708" "Peru" 4990 175
"15709" "Peru" 4809 464
"15710" "Peru" 0 256
"15711" "Peru" 5501 426
"15712" "Peru" 0 409
"15713" "Peru" 7914 392
"15714" "Peru" 0 238
"15715" "Peru" 9963 921
"15716" "Peru" 0 0
"15717" "Peru" 10734 871
"15718" "Peru" 4225 260
"15719" "Peru" 0 0
"15720" "Peru" 3179 438
"15721" "Peru" 1429 246
"15722" "Peru" 2934 400
"15723" "Peru" 7324 690
"15724" "Peru" 2799 253
"15725" "Peru" 0 0
"15726" "Peru" 5569 608
"15727" "Peru" 0 0
"15728" "Peru" 3852 553
"15729" "Peru" 0 0
"15730" "Peru" 12239 496
"15731" "Peru" 3463 176
"15732" "Peru" 0 0
"15733" "Peru" 3550 269
"15734" "Peru" 3882 443
"15735" "Peru" 0 0
"15736" "Peru" 2995 261
"15737" "Peru" 2843 167
"15738" "Peru" 6813 374
"15739" "Peru" 0 0
"15740" "Peru" 2795 137
"15741" "Peru" 2058 315
"15742" "Peru" 0 0
"15743" "Peru" 3950 432
"15744" "Peru" 5489 356
"15745" "Peru" 0 0
"15746" "Peru" 0 0
"15747" "Peru" 7559 543
"15748" "Peru" 1564 159
"15749" "Peru" 2374 199
"15750" "Peru" 2586 155
"15751" "Peru" 2549 166
"15752" "Peru" 0 0
"15753" "Peru" 1962 1157
"15754" "Peru" 780 101
"15755" "Peru" 2010 118
"15756" "Peru" 2316 146
"15757" "Peru" 2260 93
"15758" "Peru" 2032 90
"15759" "Peru" 1950 112
"15760" "Peru" 1629 99
"15761" "Peru" 691 97
"15762" "Peru" 1568 89
"15763" "Peru" 1798 97
"15764" "Peru" 1711 118
"15765" "Peru" 1617 149
"15766" "Peru" 1765 99
"15767" "Peru" 1490 95
"15768" "Peru" 611 83
"15769" "Peru" 1366 85
"15770" "Peru" 1502 80
"15771" "Peru" 722 76
"15772" "Peru" 0 0
"15773" "Peru" 2798 139
"15774" "Peru" 1808 85
"15775" "Peru" 1244 80
"15776" "Peru" 2207 80
"15777" "Peru" 2416 75
"15778" "Peru" 1993 87
"15779" "Peru" 1496 58
"15780" "Peru" 1571 55
"15781" "Peru" 1217 77
"15782" "Peru" 503 79
"15783" "Peru" 1186 73
"15784" "Peru" 1482 44
"15785" "Peru" 1502 63
"15786" "Peru" 1319 70
"15787" "Peru" 1497 61
"15788" "Peru" 978 53
"15789" "Peru" 0 0
"15790" "Peru" 2015 146
"15791" "Peru" 1468 120
"15792" "Peru" 1371 57
"15793" "Peru" 1396 36
"15794" "Peru" 1173 66
"15795" "Peru" 918 61
"15796" "Peru" 0 0
"15797" "Peru" 1538 65
"15798" "Peru" 1360 87
"15799" "Peru" 1118 33
"15800" "Peru" 1116 51
"15801" "Peru" 0 0
"15802" "Peru" 0 0
"15803" "Peru" 2306 148
"15804" "Peru" 0 0
"15805" "Peru" 415 32
"15806" "Peru" 2112 69
"15807" "Peru" 974 56
"15808" "Peru" 1040 27
"15809" "Peru" 902 41
"15810" "Peru" 474 35
"15811" "Peru" 943 45
"15812" "Peru" 1085 27
"15813" "Peru" 957 26
"15814" "Peru" 813 52
"15815" "Peru" 1021 55
"15816" "Peru" 759 36
"15817" "Peru" 272 35
"15818" "Peru" 936 41
"15819" "Peru" 1018 20
"15820" "Peru" 1068 31
"15821" "Peru" 0 0
"15822" "Peru" 2039 85
"15823" "Peru" 589 90
"15824" "Peru" 779 24
"15825" "Peru" 996 48
"15826" "Peru" 1048 48
"15827" "Peru" 899 26
"15828" "Peru" 887 46
"15829" "Peru" 773 64
"15830" "Peru" 320 22
"15831" "Peru" 865 15
"15832" "Peru" 1086 38
"15833" "Peru" 0 0
"15834" "Peru" 1978 56
"15835" "Peru" 864 34
"15836" "Peru" 792 28
